SMILES,IC50
OC(=O)CNC(=O)c1c(O)c2cccc3SC(Cn(c23)c1=O)c1ccc(cc1)C(F)(F)F,6.5
CN(C1CC1)C1CN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,6.61
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1cc(OC)c(cc1C)C#N,6.61
C[C@@H]1CN(C)CCN1C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,6.61
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCN(CC2CC2)CC1)C#N,6.76
CN(C)[C@H]1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(C#N)c(F)c1C,6.76
CN(C)[C@@H]1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(C#N)c(F)c1C,6.76
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CC(C1)N1CCCCC1)C#N,6.76
CCN(CC)C1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,6.76
OC(=O)CNC(=O)c1c(O)c2COCc2n(Cc2cnc(nc2)C(F)(F)F)c1=O,6.8
Cn1ccnc1CN1CCC2(CC1)C(=O)N(c1ccccc21)c1ccc(cc1)-c1ccccc1,6.8
CC(C)(O)c1ccc(Cn2c3COCc3c(O)c(C(=O)NCC(O)=O)c2=O)cc1,6.9
COCCC1(CCCC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,6.92
O=c1c(c[nH]n1-c1cc(ncn1)N1CCOCC1)-n1ccnn1,7
C[C@@H]1CC2(CCN(C[C@@H](O)c3ccc4c(ccc5nnnn45)c3)CC2)C(=O)N1C1=CC(=O)OC1,7
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCN(CC1)C(C)(C)C)C#N,7.08
CN1Cc2c(CC1=O)c(O)c(C(=O)NCC(O)=O)c(=O)n2Cc1ccc(Cl)cc1,7.3
Cc1c(C)c(ccc1C#N)-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCN(CC1)C1CC1,7.41
CN(C)[C@H]1CCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.76
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccccc21)c1ccc(cc1)-c1cccnc1,7.8
OC(=O)CNC(=O)c1c(O)c2COCc2n(-c2ccc(Cl)cc2)c1=O,7.8
COc1cc(ccc1N1CCC2(CCN(Cc3ncccc3C)CC2)C1=O)-c1ccccc1,7.9
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)NC1CCN(CC1)C1CC1)C#N,7.94
CN1CCCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.94
C[C@H]1CC[C@@H](CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,7.94
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(CC#N)cc1,7.94
COC[C@H]1CCC[C@H]1NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.94
COC(C)CCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccnc(OC)c1,7.94
CN(C)[C@@H]1CCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.94
COCCC1(CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1OC)C#N,7.94
COC1CN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.94
COC[C@H]1CCC[C@H]1NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,7.94
COCC(C)CNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.94
CN1CCOC(CNC(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2C)C#N)C1,7.94
CN1CCC(CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,7.94
Cc1ccccc1-c1ccc2nc([nH]c(=O)c2c1)-n1cc(cn1)C(O)=O,8
C[C@@H](NC(=O)c1cnc(nc1O)-n1cccn1)c1ccccc1,8.1
CN(C)[C@@H]1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,8.13
OC(=O)CNC(=O)c1c(O)c2COCc2n(-c2ccccc2)c1=O,8.5
OC(=O)CNC(=O)c1c(O)c2COCCc2n(Cc2ccc(Cl)cc2)c1=O,8.5
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1COC)C#N,8.51
CN1CC2(C1)CN(C2)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1cc(F)c(cc1C)C#N,8.51
Cc1cccc(c1)-n1c2COCc2c(O)c(C(=O)NCC(O)=O)c1=O,8.6
C[C@@H]1CN(CCN1C1CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,8.71
Cc1cccnc1CN1CCC2(CC1)NC(=O)N(C2=O)c1ccc(cc1)-c1ccccc1,8.9
CN1CC2(C1)CCN(C2)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,8.91
C[C@@H](c1ccc(Cl)c(Cl)c1)n1ncc2nc([nH]c(=O)c12)-n1cc(cn1)C(O)=O,9
OC(=O)c1cnn(c1)-c1nc2cnn(Cc3ccc(cc3)-c3ccccc3)c2c(=O)[nH]1,9
OC(=O)CNC(=O)c1c(O)c2COCCc2n(Cc2ccc(cc2F)C#N)c1=O,9
CC1=C(COC1=O)N1CCC2(CCN(C[C@@H](O)c3ccc-4c(Cn5nnnc-45)c3Cl)CC2)C1=O,9
CN1C[C@H]2CN(C[C@H]2C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,9.12
Cc1cccnc1CN1CCC2(CC1)N(C(=O)N(C2=O)c1ccc(cc1)-c1ccno1)c1cc(=O)[nH]cn1,9.3
CN(C1CCN(C)CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,9.33
OC(=O)CNC(=O)c1c(O)c2COCc2n(-c2ccc(cc2)C#N)c1=O,9.5
CN(C1CN(C)C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,9.55
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1c(C)cc(cc1F)C#N,9.77
C[C@@H](NC(=O)c1cnc(nc1O)-n1cccn1)c1ccc(F)cc1,10
OC(=O)CNC(=O)c1c(O)c2COCc2n(Cc2ncc(cn2)C(F)(F)F)c1=O,10
Cc1ccc(cc1)-n1c2COCc2c(O)c(C(=O)NCC(O)=O)c1=O,10
C[C@H]1CC2(CCN(C[C@@H](O)c3ccc4c(ccc5nnnn45)c3)CC2)C(=O)N1C1=CC(=O)OC1,10
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCN(CC1)C1CCC1)C#N,10
CCN(C)[C@@H]1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,10
CC(C)(C)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1cccnc1,10
CC1CCCCN1CCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,10
CCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccnc(OC)c1,10
COc1cc(-c2cnn(c2O)-c2ccc(cn2)C(=O)NCC2CCOCC2)c(F)cn1,10
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CC2(COC2)C1)C#N,10
CN1CCC(CNC(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2C)C#N)C1,10
COC[C@H]1CCC[C@H]1NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccnc(OC)c1,10
COc1cc(ccn1)-c1cnn(c1O)-c1ccc(cn1)C(=O)NCC1CCCCO1,10
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCOC(F)(F)F)C#N,10
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCCN1CCCC1)C#N,10
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCCn1ccnc1)C#N,10
COc1cc(ccn1)-c1cnn(c1O)-c1ccc(cn1)C(=O)NC1CCN(CC1)C1CC1,10
CCN1CCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,10
OC(=O)CNC(=O)c1c(O)c2CN(Cc2n(Cc2ccc(cc2)C(F)(F)F)c1=O)C(=O)C1CC1,10
OC(=O)CNC(=O)c1c(O)c2COCc2n(CC2Cc3ccccc3C2)c1=O,10
OC(=O)CNC(=O)c1c(O)c2CSCc2n(Cc2ccc(cc2)C(F)(F)F)c1=O,10
COc1ccc(cc1)C(NC(=O)c1cnc(nc1O)-c1cccnn1)c1ccc(cc1)P(O)=O,10
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(C#N)c(C)c1,10.2
CN(C)CCN1CCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,10.2
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C1CC1)C#N,10.2
CN(C)CC1CCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,10.5
CCN1CCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(C#N)c(C)c1C,10.7
COCc1nc(no1)-c1ccc(cc1)N1C(=O)N(c2cc(=O)[nH]cn2)C2(CCN(Cc3ncccc3C)CC2)C1=O,11
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccccc21)c1ccc(cc1)-c1ccccn1,11
OC(=O)Cc1csc(=NC(=O)CS(=O)(=O)Cc2ccccc2)n1O,11
OC(=O)CNC(=O)c1c(O)c2COCCc2n(Cc2ccc(nc2)C(F)(F)F)c1=O,11
CC1=C(COC1=O)N1CCC2(CCN(C[C@H](O)c3ccc4c(ccc5nnnn45)c3)CC2)C1=O,11
CCN(C1CCN(C)CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,11.2
COc1ccc(cc1)-n1c2COCc2c(O)c(C(=O)NCC(O)=O)c1=O,11.4
CCN1CCCC1CN(C)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,11.5
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCC[C@@H](C1)N1CCCC1)C#N,11.5
CN(C)CCN(C)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,11.5
CCN(C)[C@H]1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,11.7
CCc1ccc2cc(CCn3ncc4nc(nc(O)c34)-n3cc(cn3)C(O)=O)ccc2c1,12
CC(C)(NC(=O)c1cnc(nc1O)-c1cccnn1)c1ccccc1,12
OC(=O)c1cnn(c1)-c1nc2cn(Cc3ccc(cc3)-c3ccccc3)nc2c(=O)[nH]1,12
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCC[C@H](C1)N1CCCC1)C#N,12.3
COCC1(CNC(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2C)C#N)CCCC1,12.6
CCOc1cc(ccn1)-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCCOC,12.6
COCC1(CNC(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2)C#N)CCCC1,12.6
CN1CCCC1CCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,12.6
COCC(C)CNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccnc(OC)c1,12.6
CCN1CCC(CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,12.6
CNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccnc(OC)c1,12.6
CN(C)CCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,12.6
CN1CCC(CNC(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2C)C#N)CC1,12.6
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCCC(C1)N1CCCCC1)C#N,12.6
C[C@H]1CC[C@@H](CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,12.6
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCCN1CCCCC1)C#N,12.6
CN(C1CCN(C)C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,12.9
OC(=O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O,13
CC1=C(COC1=O)N1CCC2(CCN(C[C@H](O)c3ccc-4c(Cn5nnnc-45)c3)CC2)C1=O,13
CN(C)C1CN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1cc(F)c(cc1C)C#N,13.2
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCN2CCC1CC2)C#N,13.2
CN(CCCN1CCCCC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,13.2
OC(=O)CNC(=O)c1c(O)c2COCc2n(-c2ccc(OC(F)(F)F)cc2)c1=O,13.4
COCCN(C1CCN(C)CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,13.5
CN1CCC(CC1)N(C1CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,13.5
CN1CC2CCN(CC2C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,13.5
OC(=O)CNC(=O)c1ncc(cc1O)C#CCOc1ccc(Cl)cc1,13.7
CC(C)C1CCN(C[C@H]1C)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,13.8
Cc1cccnc1CN1CCC2(CC1)N(C(=O)N(C2=O)c1ccc(cc1)-c1cncnc1)c1cc(=O)[nH]cn1,14
CC(C)c1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cn2)cc1,14
C[C@H]1CC2(CCN(C[C@@H](O)c3ccc-4c(CCc5nnnn-45)c3)CC2)C(=O)N1C1=CC(=O)OC1,14
CC(C)c1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cn2)cc1,14
OC(=O)CNC(=O)c1c(O)c2COCc2n(-c2ccc(F)cc2)c1=O,14.1
CCN(C)CC1CCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,14.1
COc1ccc(nc1)-n1c2COCc2c(O)c(C(=O)NCC(O)=O)c1=O,14.2
COCCN1CCC(CC1)N(C)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,14.8
OC(=O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(cc3)C3CC3)nc2)C1=O,15
CCCc1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cn2)cc1,15
OC(=O)CNC(=O)c1c(O)c2cccc3OCC(c4cncs4)n(c23)c1=O,15
COc1cc(ccn1)-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCCN1CCOCC1,15.8
COc1cc(ccn1)-c1cnn(c1O)-c1ccc(cn1)C(=O)NCC1CN(C)CCO1,15.8
CN1CCOC(CNC(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2)C#N)C1,15.8
COc1cc(ccn1)-c1cnn(c1O)-c1ccc(cn1)C(=O)NCCCn1ccnc1,15.8
CN(C1CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,15.8
CN1CC(C1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,15.8
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCC[C@@H]1CN1CCCC1)C#N,15.8
Oc1c(cnn1-c1ccc(cn1)C(=O)NC1CCNCC1)-c1ccc(cc1)C#N,15.8
CC(C)N1CCC(CN(C)C(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2C)C#N)C1,15.8
COCCC1(CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,15.8
CN(C)CC(C)(C)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,15.8
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)Cc1ccc(Cl)cc1,15.8
Cn1ccnc1CN1CCC2(CCN(C2=O)c2ccc(cc2)-c2ccccc2)CC1,16
Cc1cccnc1CN1CCC2(CCN(C2=O)c2ccc(cc2)-c2ccc(CC(O)=O)cc2)CC1,16
CC(C)(NC(=O)c1cnc(nc1O)-c1cscn1)c1ccccc1,16
CC1=C(COC1=O)N1CCC2(CCN(C[C@@H](O)c3ccc-4c(Cn5nnnc-45)c3C)CC2)C1=O,16
CN(C)C1CCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,16.6
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1cc(C)c(cc1C)C#N,16.6
Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(Br)cc21)c1ccc(cc1)-c1ccccc1,17
OC(=O)CNC(=O)c1ncc(cc1O)-c1ccc2ccccc2c1,17
CC1=C(COC1=O)N1CCC2(CCN(C[C@H](O)c3ccc-4c(Cn5nnnc-45)c3C)CC2)C1=O,17
CN(C)CC1CCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,17
CN(CC1CCCN(C)C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,17.4
CN1CCC2(CCN(C2)C(=O)c2ccc(nc2)-n2ncc(c2O)-c2ccc(cc2C)C#N)C1,17.8
CC1=C(COC1=O)N1CCC2(CCN(CC2)C(CO)c2ccc3c(ccc4nnnn34)c2)C1=O,18
OC(=O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)nc2)C1=O,18
CCN1CCC(CC1)N(C)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,18.2
OC1=C(C(=O)NCC([O-])=O)C(=O)N(Cc2ccc(Oc3ccc(Cl)cc3)nc2)CC1,19
CC1=C(COC1=O)N1CCC2(CCN(C[C@@H](O)c3ccc-4c(Cn5nnnc-45)c3)CC2)C1=O,19
CC1=C(COC1=O)N1CCC2(CCN(C[C@@H](O)c3ccc4c(ccc5nnnn45)c3)CC2)C1=O,19
Cc1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cn2)cc1Cl,19
OC(=O)CNC(=O)c1c(O)c2COCCc2n(Cc2ccc(cc2)C(F)(F)F)c1=O,19
Cc1cc(ccc1-c1cnn(c1O)-c1ccc(cn1)C(=O)N1CCC[C@H]1CN1CCCC1)C#N,19.1
CCC(CC)N1CCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,19.9
OC(=O)Cc1csc(=NC(=O)CS(=O)(=O)Cc2ccc3ccccc3c2)n1O,20
C[C@H]1CC2(CCN(C[C@H](O)c3ccc4c(ccc5nnnn45)c3)CC2)C(=O)N1C1=CC(=O)OC1,20
OC(=O)c1cnn(c1)-c1nc(O)c2n(ncc2n1)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,20
OC(=O)CNC(=O)c1c(O)c2CCOCc2n(Cc2ccc(cc2)C(F)(F)F)c1=O,20
OC(=O)c1cnn(c1)-c1nc(Nc2ccccc2)c2cc(Oc3ccc(Cl)cc3)ccc2n1,20
CN(C)CC(C)(C)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,20
CCCN1CCCN(CC1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,20
CCN(CC)c1nc(nc2cc(Oc3ccccc3)ccc12)-n1cc(cn1)C(O)=O,20
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)CC1CCCCC1,20
Cc1ccc(CS(=O)(=O)c2cc3nc([nH]c3cc2Cl)-n2cc(cn2)C(O)=O)cc1,20
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)Cc1ccc(cc1)C(F)(F)F,20
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)Cc1ccc(cc1)-c1ccccc1C#N,20
COc1ccc(CS(=O)(=O)c2cc3nc([nH]c3cc2Cl)-n2cc(cn2)C(O)=O)cc1,20
CCN(CC)c1nc(nc2cc(Oc3ccccc3)ccc12)-n1cc(cn1)C(O)=O,20
OC(=O)c1cnn(c1)-c1nc(Nc2ccccc2)c2cc(Oc3ccc(Cl)cc3)ccc2n1,20
OC(=O)CCNC(=O)c1ncc(C(=O)NC(c2ccccc2)c2ccccc2)c(O)n1,20
Oc1c(cnn1-c1ccc(cn1)C(=O)N[C@@H]1CCOC1)-c1ccc(cc1)C#N,20.9
O[C@H]1CC[C@@H](CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,20.9
OC(=O)CNC(=O)C1=C(O)CCN(Cc2cnc(Oc3ccc(cc3)C3CC3)cn2)C1=O,21
OC(=O)Cc1cs\c(=N/C(=O)S(=O)(=O)c2ccc3ccccc3c2)n1O,21
OC(=O)Cc1csc(=NC(=O)CS(=O)(=O)c2ccc(cc2)-c2ccccc2)n1O,21
CC(C)(C)c1ccc(cc1)S(=O)(=O)CC(=O)N=c1scc(CC(O)=O)n1O,21
OC(=O)CNC(=O)c1c(O)c2cccc3OCCn(c23)c1=O,21
Oc1c(cnn1-c1ccc(cn1)C(=O)N1CCC(C1)N1CCOCC1)-c1ccc(cc1)C#N,21.4
CC[C@H](C)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,21.9
CCc1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cn2)cc1,22
OC(=O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,22
OC(=O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,22
OC(=O)CNC(=O)c1c(O)n(C2CCCCC2)c(=O)n(C2CCCCC2)c1=O,22
Oc1c(cnn1-c1ccc(cn1)C(=O)NCCC1CCOC1)-c1ccc(cc1)C#N,22.9
OC(=O)c1cnn(c1)-c1nc2scc(Cc3ccc(cc3)-c3ccccc3)c2c(=O)[nH]1,23
C[C@H]1CC2(CCN(C[C@H](O)c3ccc-4c(CCc5nnnn-45)c3)CC2)C(=O)N1C1=CC(=O)OC1,23
OC(=O)CNC(=O)c1c(O)c2CNCCc2n(Cc2ccc(cc2)C(F)(F)F)c1=O,23
Oc1c(cnn1-c1ccc(cn1)C(=O)NCCC1CCCOC1)-c1ccc(cc1)C#N,23.4
Cc1nc(cs1)-c1ncc(C(=O)NC(C)(C)c2ccccc2)c(O)n1,24
OC(=O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(Cl)cc3)cc2)C1=O,24
OC(=O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(cc3)C(F)(F)F)nc2)C1=O,24
OC(=O)c1cnn(c1)-c1nc2cnn(Cc3ccc(Cl)c(Cl)c3)c2c(=O)[nH]1,24
Oc1c(cnn1-c1ccc(cn1)C(=O)NC1CCCOC1)-c1ccc(cc1)C#N,24
CO[C@H]1CC[C@@H](CC1)NC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,24
CN(C)[C@H]1CCCN(C1)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,24.5
Cc1cccnc1CN1CCC2(CCN(C2=O)c2ccc(cc2)-c2ccccc2)CC1,25
OC(=O)c1cnn(c1)-c1nc2cnn(Cc3ccc(c(F)c3)-c3ccccc3F)c2c(=O)[nH]1,25
Cc1cccnc1CN1CCC2(CCN(C2=O)c2ccc(cc2F)-c2ccccc2)CC1,25
Cc1cc(CN2CCC(O)=C(C(=O)NCC(O)=O)C2=O)cnc1Oc1ccc(Cl)cc1,25
OC(=O)c1cnn(c1)-c1nc(N2CCCCC2)c2cc(Oc3ccc(Cl)cc3)ccc2n1,25.1
COCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,25.1
CN1CC2(C1)CN(C2)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(C#N)c(F)c1C,25.1
COc1nccc(-c2cnn(c2O)-c2ccc(cn2)C(=O)NCC2CCOCC2)c1OC,25.1
OC(=O)c1cnn(c1)-c1nc2cc(ccc2[nH]1)-c1cccc(OCc2ccccc2Cl)c1,25.1
CCS(=O)(=O)c1cc2nc([nH]c2cc1C(F)(F)F)-n1cc(cn1)C(O)=O,25.1
CCS(=O)(=O)c1cc2nc([nH]c2cc1OC(F)(F)F)-n1cc(cn1)C(O)=O,25.1
OC(=O)c1cnn(c1)-c1nc2cc(c(cc2[nH]1)C(F)(F)F)S(=O)(=O)c1ccccc1,25.1
COc1ccc(cc1)S(=O)(=O)c1cc2nc([nH]c2cc1C(F)(F)F)-n1cc(cn1)C(O)=O,25.1
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)Cc1cccc(Cl)c1,25.1
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)Cc1ccc(Cl)c(Cl)c1,25.1
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)Cc1ccc(cc1C(F)(F)F)C(F)(F)F,25.1
CS(=O)(=O)c1cc2[nH]c(nc2cc1C(F)(F)F)-n1cc(cn1)C(O)=O,25.1
OC(=O)c1cnn(c1)-c1nc(N2CCCCC2)c2cc(Oc3ccc(Cl)cc3)ccc2n1,25.1
CN(C)CCCN(C)C(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1C)C#N,25.7
Cc1ccc(Oc2ccc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cn2)cc1F,26
Cc1ccc(Oc2ncc(CN3CCC(O)=C(C(=O)NCC(O)=O)C3=O)cc2Cl)cc1,26
CNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,26.3
COCCCNC(=O)c1ccc(nc1)-n1ncc(c1O)-c1ccc(cc1)C#N,26.9
Oc1c(cnn1-c1ccc(cn1)C(=O)NCc1ccccc1)-n1ccccc1=O,26.9
Oc1c(cnn1-c1ccc(cn1)C(=O)NCC1CCCO1)-c1ccc(cc1)C#N,26.9
OC(=O)c1cnn(c1)-c1nc2cc(c(Cl)cc2[nH]1)S(=O)(=O)c1ccccc1,26.9
Cc1cccnc1CN1CCC2(NC(=O)N(C2=O)c2ccc(cc2)-c2ccccc2)C(C1)C(O)=O,27
OC(=O)Cc1csc(=NC(=O)CS(=O)(=O)c2ccc3ccccc3c2)n1O,27
C[C@@H]1c2cc(ccc2-c2nnnn12)C(O)CN1CCC2(CCN(C3=C(C)C(=O)OC3)C2=O)CC1,27
